66.099998	24.200001	
70.400002	25.799999	
78.879852	24.997849	
77.255768	25.689415	
75.678909	27.609295	
73.908661	26.354830	
72.573982	26.660244	
67.415649	21.099367	
66.462479	23.838793	
63.707539	20.636892	
61.586407	21.765247	
58.726425	19.374580	
59.739948	19.709660	
59.648815	18.647669	
52.164757	19.198452	
54.470753	14.973927	
53.474064	18.136034	
51.617371	17.461639	
51.796421	14.252383	
53.185482	17.554029	
51.272438	15.042808	
50.576626	14.646850	
50.700569	16.526739	
47.433559	15.440050	
48.532841	14.552888	
46.212009	14.898455	
49.298897	15.060327	
45.692326	14.207881	
43.836315	14.469622	
49.158970	14.156935	
46.071575	14.947531	
44.061653	14.902318	
44.312149	13.513834	
44.350079	13.498605	
42.118633	14.020607	
43.037949	13.953433	
44.101101	12.787954	
40.624035	13.228783	
42.588936	13.419551	
41.956409	11.920766	
40.018562	12.937314	
38.341015	12.525644	
40.774021	12.729951	
43.686684	13.637166	
40.988575	12.588987	
41.944153	12.683260	
41.430115	13.375580	
41.067242	11.536247	
40.927364	12.601071	
39.836636	11.870283	
38.028553	11.475811	
36.912979	11.921960	
40.370358	13.214244	
39.946423	11.619823	
38.715305	11.404144	
39.890713	12.855859	
37.682331	12.287269	
39.193249	11.704667	
37.251915	12.004101	
39.716885	10.552859	
35.156193	9.813633	
36.322166	11.596883	
36.792107	10.323129	
38.280746	12.425986	
38.580925	11.394955	
39.970963	11.649245	
35.525646	11.825392	
37.067089	11.201953	
36.568188	10.643355	
37.322392	10.513549	
39.880432	10.748385	
36.380524	10.364577	
34.972641	10.953602	
36.251926	11.417699	
36.184933	11.082439	
35.787582	10.377778	
36.119972	9.630195	
36.340996	10.034117	
33.815628	10.404316	
35.528088	9.803765	
37.713268	9.523780	
33.782383	10.815153	
33.484077	11.224322	
34.928417	9.576818	
34.501316	11.146974	
34.535156	10.099491	
32.023399	10.415184	
34.389042	9.780075	
36.009350	11.175873	
34.456806	10.453300	
35.522293	10.210861	
34.467777	11.476074	
37.887962	8.843884	
35.530663	11.774945	
35.285900	9.428151	
35.096252	9.252117	
35.150745	10.690982	
33.937870	10.093586	
33.924061	9.429837	
35.625977	9.795573	
31.669436	9.430401	
32.274208	9.970901	
28.868427	10.088500	
29.168926	11.024000	
26.257389	11.303700	
26.294838	11.199901	
33.483528	12.826600	
41.330986	12.347401	
53.756554	15.804000	
65.662689	18.049900	
70.968216	21.376499	
68.357841	25.195499	
